School,City,State,County,Latitude,Longitude
MacCormac College,Chicago,IL,Cook ,41.881898,-87.626657
MacMurray College,Jacksonville,IL,Morgan ,39.730918,-90.223986
McCormick Theological Seminary,Chicago,IL,Cook ,41.79597,-87.598511
McHenry County College,Crystal Lake,IL,McHenry ,42.259111,-88.368956
McKendree University,Lebanon,IL,St. Clair ,38.608154,-89.816822
Meadville Lombard Theological School,Chicago,IL,Cook ,41.874027,-87.624619
Methodist College,Peoria,IL,Peoria ,40.7804,-89.682864
Midstate College,Peoria,IL,Peoria ,40.761916,-89.598859
Millikin University,Decatur,IL,Macon ,39.842612,-88.976298
Monmouth College,Monmouth,IL,Warren ,40.914824,-90.63731
Moody Bible Institute,Chicago,IL,Cook ,41.897822,-87.633459
Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI,Wayne ,42.366828,-83.451903
Moraine Valley Community College,Palos Hills,IL,Cook ,41.694613,-87.836915
Morrison Institute of Technology,Morrison,IL,Whiteside ,41.7971,-89.965963
Morton College,Cicero,IL,Cook ,41.824303,-87.762306
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,Macon ,39.846081,-88.933574
National Louis University,Chicago,IL,Cook ,41.880093,-87.624699
National University of Health Sciences,Lombard,IL,DuPage ,41.861697,-88.013171
Niles School of Cosmetology,Niles,IL,Cook ,42.027601,-87.815113
North Central College,Naperville,IL,DuPage ,41.77576,-88.14279
North Park University,Chicago,IL,Cook ,41.975268,-87.709948
Northern Baptist Theological Seminary,Lisle,IL,DuPage ,41.809104,-88.056162
Northern Illinois University,Dekalb,IL,DeKalb ,41.933869,-88.766428
Northwestern University,Evanston,IL,Cook ,42.050356,-87.679858
Northeastern Illinois University,Chicago,IL,Cook ,41.980399,-87.718983
Oakton Community College,Des Plaines,IL,Cook ,42.061893,-87.880644
Oehrlein School of Cosmetology,East Peoria,IL,Tazewell ,40.665832,-89.55712
Olivet Nazarene University,Bourbonnais,IL,Kankakee ,41.155237,-87.875165
Parkland College,Champaign,IL,Champaign ,40.131963,-88.290359
Prairie State College,Chicago Heights,IL,Cook ,41.525316,-87.638943
Principia College,Elsah,IL,Jersey ,38.948835,-90.350285
Professional's Choice Hair Design Academy,Joliet,IL,Will ,41.523122,-88.148846
Quincy University,Quincy,IL,Adams ,39.938898,-91.385975
Rend Lake College,Ina,IL,Jefferson ,38.131481,-88.918283
Richland Community College,Decatur,IL,Macon ,39.883887,-88.894125
Robert Morris University Illinois,Chicago,IL,Cook ,41.876278,-87.627068
Rock Valley College,Rockford,IL,Winnebago ,42.306174,-88.993544
Madison Media Institute-Rockford Career College,Rockford,IL,Winnebago ,42.255723,-89.02722
Rockford University,Rockford,IL,Winnebago ,42.270639,-89.019536
Roosevelt University,Chicago,IL,Cook ,41.876055,-87.624952
Dominican University,River Forest,IL,Cook ,41.902678,-87.823003
Rush University,Chicago,IL,Cook ,41.874742,-87.668581
Saint Francis Medical Center College of Nursing,Peoria,IL,Peoria ,40.701241,-89.590322
University of St Francis,Joliet,IL,Will ,41.532225,-88.096057
St. John's College-Department of Nursing,Springfield,IL,Sangamon ,39.807602,-89.64532
Saint Xavier University,Chicago,IL,Cook ,41.707199,-87.714749
University of Illinois at Springfield,Springfield,IL,Sangamon ,39.729524,-89.616796
Sauk Valley Community College,Dixon,IL,Lee ,41.817659,-89.596483
Shawnee Community College,Ullin,IL,Pulaski ,37.270198,-89.03352
Saint Augustine College,Chicago,IL,Cook ,41.972414,-87.662806
University of Saint Mary of the Lake,Mundelein,IL,Lake ,42.280702,-88.000262
Southeastern Illinois College,Harrisburg,IL,Saline ,37.75174,-88.436631
National Latino Education Institute,Chicago,IL,Cook ,41.822756,-87.675917
Spertus College,Chicago,IL,Cook ,41.873881,-87.624785
Spoon River College,Canton,IL,Fulton ,40.527991,-90.07233
Saint Anthony College of Nursing,Rockford,IL,Winnebago ,42.310147,-88.991968
Saint Anthony College of Nursing - Highland Community College Campus,Freeport,IL,Stephenson ,42.282393,-89.673362
Saint Anthony College of Nursing - Sauk Valley Community College Campus,Dixon,IL,Lee ,41.8177,-89.597808
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,Whiteside ,41.788581,-89.692522
Southern Illinois University-Carbondale,Carbondale,IL,Jackson ,37.714193,-89.217273
Southern Illinois University-Edwardsville,Edwardsville,IL,Madison ,38.793949,-89.997779
Southern Illinois University-System Office,Carbondale,IL,Jackson ,37.706473,-89.232216
Taylor Business Institute,Chicago,IL,Cook ,41.885452,-87.62671
Telshe Yeshiva-Chicago,Chicago,IL,Cook ,41.975536,-87.71755
South Suburban College,South Holland,IL,Cook ,41.606427,-87.619123
Tri-County Beauty Academy,LITCHFIELD,IL,Montgomery ,39.176137,-89.655742
Trinity Christian College,Palos Heights,IL,Cook ,41.667687,-87.783973
Trinity International University-Illinois,Deerfield,IL,Lake ,42.197945,-87.880851
Triton College,River Grove,IL,Cook ,41.916082,-87.841056
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,Cook ,41.850888,-87.640926
University of Spa & Cosmetology Arts,Springfield,IL,Sangamon ,39.76672,-89.710839
University of Illinois University Administration,Urbana,IL,Champaign ,40.108488,-88.228381
VanderCook College of Music,Chicago,IL,Cook ,41.836833,-87.629138
Waubonsee Community College,Sugar Grove,IL,Kane ,41.795955,-88.459925
Resurrection University,Chicago,IL,Cook ,41.90748,-87.685291
Western Illinois University,Macomb,IL,McDonough ,40.468086,-90.686899
Wheaton College,Wheaton,IL,DuPage ,41.870176,-88.099643
William Rainey Harper College,Palatine,IL,Cook ,42.081829,-88.072811
Ancilla College,Donaldson,IN,Marshall ,41.337958,-86.445263
Anderson University,Anderson,IN,Madison ,40.112768,-85.664315
Ball State University,Muncie,IN,Delaware ,40.203431,-85.409043
Bethel University,Mishawaka,IN,St. Joseph ,41.678399,-86.194686
Butler University,Indianapolis,IN,Marion ,39.8374,-86.172167
Calumet College of Saint Joseph,Whiting,IN,Lake ,41.671008,-87.494123
Christian Theological Seminary,Indianapolis,IN,Marion ,39.832673,-86.178551
College of Court Reporting Inc,Valparaiso,IN,Porter ,41.467574,-87.066331
Concordia Theological Seminary,Fort Wayne,IN,Allen ,41.139321,-85.10994
Tricoci University of Beauty Culture-Highland,Highland,IN,Lake ,41.555885,-87.467018
DePauw University,Greencastle,IN,Putnam ,39.640904,-86.860363
Don Roberts School of Hair Design,Schererville,IN,Lake ,41.485532,-87.447089
Don Roberts Beauty School,Valparaiso,IN,Porter ,41.472714,-87.077791
Earlham College,Richmond,IN,Wayne ,39.823431,-84.915037
University of Evansville,Evansville,IN,Vanderburgh ,37.971549,-87.531644
Franklin College,Franklin,IN,Johnson ,39.478298,-86.047182
Goshen College,Goshen,IN,Elkhart ,41.563582,-85.827795
Grace College and Theological Seminary,Winona Lake,IN,Kosciusko ,41.22595,-85.814228
Hanover College,Hanover,IN,Jefferson ,38.715642,-85.460051
J Michael Harrold Beauty Academy,Terre Haute,IN,Vigo ,39.470359,-87.383391
Holy Cross College,Notre Dame,IN,St. Joseph ,41.698996,-86.253822
PJ's College of Cosmetology-Clarksville,Clarksville,IN,Clark ,38.3121,-85.768914
PJ's College of Cosmetology- Brownsburg,Brownsburg,IN,Hendricks ,39.837832,-86.379755
PJ's College of Cosmetology-Crestwood,Crestwood,KY,Oldham ,38.324789,-85.471755
PJ's College of Cosmetology- Jeffersonville,Jeffersonville,IN,Clark ,38.300098,-85.723508
Huntington University,Huntington,IN,Huntington ,40.898152,-85.497317
Ivy Tech Community College,Indianapolis,IN,Marion ,39.803753,-86.158213
Ivy Tech Community College-Northcentral,South Bend,IN,St. Joseph ,41.661616,-86.248296
Ivy Tech Community College-Columbus,Columbus,IN,Bartholomew ,39.250212,-85.903022
Ivy Tech Community College-East Central,Muncie,IN,Delaware ,40.155993,-85.406084
Ivy Tech Community College-Kokomo,Kokomo,IN,Howard ,40.504797,-86.106963
Ivy Tech Community College-Lafayette,Lafayette,IN,Tippecanoe ,40.383645,-86.839608
Ivy Tech Community College-Northeast,Fort Wayne,IN,Allen ,41.112356,-85.112005
Ivy Tech Community College-South Central,Sellersburg,IN,Clark ,38.389797,-85.762648
Ivy Tech Community College-Southwest,Evansville,IN,Vanderburgh ,38.011717,-87.573176
Ivy Tech Community College-Wabash Valley,Terre Haute,IN,Vigo ,39.36994,-87.390708
Ivy Tech Community College-Richmond,Richmond,IN,Wayne ,39.86947,-84.877791
Ivy Tech Community College-Northwest,Gary,IN,Lake ,41.55559,-87.321271
Ivy Tech Community College-Southeast,Madison,IN,Jefferson ,38.780425,-85.376301
Ivy Tech Community College-Bloomington,Bloomington,IN,Monroe ,39.166684,-86.597036
Ivy Tech Community College-Central Indiana,Indianapolis,IN,Marion ,39.803834,-86.157998
Purdue University Fort Wayne,Fort Wayne,IN,Allen ,41.117278,-85.108962
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,Marion ,39.772948,-86.172217
University of Indianapolis,Indianapolis,IN,Marion ,39.709571,-86.133969
Indiana Institute of Technology,Fort Wayne,IN,Allen ,41.078365,-85.116479
University of Southern Indiana,Evansville,IN,Vanderburgh ,37.962374,-87.677214
Indiana State University,Terre Haute,IN,Vigo ,39.469073,-87.407846
Indiana University-Kokomo,Kokomo,IN,Howard ,40.460062,-86.132048
Indiana University-South Bend,South Bend,IN,St. Joseph ,41.665324,-86.221991
Indiana University-Bloomington,Bloomington,IN,Monroe ,39.16609,-86.526559
Indiana University-Northwest,Gary,IN,Lake ,41.557324,-87.337249
Indiana University-Southeast,New Albany,IN,Floyd ,38.345191,-85.819985
Indiana University-East,Richmond,IN,Wayne ,39.868707,-84.881923
International Business College-Fort Wayne,Fort Wayne,IN,Allen ,41.035006,-85.257786
International Business College-Indianapolis,Indianapolis,IN,Marion ,39.885628,-86.041648
Taylor Institute of Cosmetology,Knox,IN,Starke ,41.287712,-86.618158
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,Tippecanoe ,40.419818,-86.887007
Empire Beauty School-Indianapolis,Indianapolis,IN,Marion ,39.666467,-86.100614
Lincoln College of Technology-Indianapolis,Indianapolis,IN,Marion ,39.884503,-86.246276
Manchester University,North Manchester,IN,Wabash ,41.010549,-85.762643
Marian University,Indianapolis,IN,Marion ,39.813233,-86.202643
Indiana Wesleyan University-Marion,Marion,IN,Grant ,40.517937,-85.667503
Indiana Wesleyan University - Marion Design Co.,Marion,IN,Grant ,40.558683,-85.660138
Martin University,Indianapolis,IN,Marion ,39.798144,-86.103953
Anabaptist Mennonite Biblical Seminary,Elkhart,IN,Elkhart ,41.656013,-85.972165
Mid-America College of Funeral Service,Jeffersonville,IN,Clark ,38.31209,-85.744696
West Michigan College of Barbering and Beauty,Kalamazoo,MI,Kalamazoo ,42.259329,-85.590244
University of Notre Dame,Notre Dame,IN,St. Joseph ,41.703058,-86.238959
University of Notre Dame -,Chicago,IL,Cook ,41.878594,-87.624871
Oakland City University,Oakland City,IN,Gibson ,38.340891,-87.35144
PJ's College of Cosmetology-Richmond,Richmond,IN,Wayne ,39.83227,-84.842601
Ravenscroft Beauty College,Fort Wayne,IN,Allen ,41.121802,-85.046078
Rogers Academy of Hair Design,Evansville,IN,Vanderburgh ,37.983756,-87.609744
Rose-Hulman Institute of Technology,Terre Haute,IN,Vigo ,39.483602,-87.326749
University of Saint Francis-Fort Wayne,Fort Wayne,IN,Allen ,41.087205,-85.177246
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,Vigo ,39.508546,-87.463791
Saint Mary's College,Notre Dame,IN,St. Joseph ,41.707274,-86.256947
Saint Meinrad School of Theology,St. Meinrad,IN,Spencer ,38.165546,-86.810388
Saint Elizabeth School of Nursing,Lafayette,IN,Tippecanoe ,40.427401,-86.88083
Taylor University,Upland,IN,Grant ,40.456246,-85.497034
Trine University,Angola,IN,Steuben ,41.632502,-85.008009
Valparaiso University,Valparaiso,IN,Porter ,41.462239,-87.040172
Vincennes Beauty College,Vincennes,IN,Knox ,38.679739,-87.53241
Vincennes University,Vincennes,IN,Knox ,38.687766,-87.519939
Wabash College,Crawfordsville,IN,Montgomery ,40.037588,-86.906
Allen College,Waterloo,IA,Black Hawk ,42.530084,-92.340148
Briar Cliff University,Sioux City,IA,Woodbury ,42.526443,-96.428444
Buena Vista University,Storm Lake,IA,Buena Vista ,42.642255,-95.208529
Capri College-Dubuque,Dubuque,IA,Dubuque ,42.497357,-90.665565
Capri College-Cedar Rapids,Cedar Rapids,IA,Linn ,41.960734,-91.710201
Central College,Pella,IA,Marion ,41.401539,-92.922199
Clarke University,Dubuque,IA,Dubuque ,42.509475,-90.690487
Coe College,Cedar Rapids,IA,Linn ,41.988263,-91.658192
Cornell College,Mount Vernon,IA,Linn ,41.924554,-91.423741
Iowa School of Beauty-Marshalltown,Marshalltown,IA,Marshall ,42.015283,-92.915054
Des Moines Area Community College,Ankeny,IA,Polk ,41.707348,-93.611597
Divine Word College,Epworth,IA,Dubuque ,42.441721,-90.934578
Dordt University,Sioux Center,IA,Sioux ,43.082527,-96.166562
Drake University,Des Moines,IA,Polk ,41.60129,-93.652163
University of Dubuque,Dubuque,IA,Dubuque ,42.49726,-90.693428
Ellsworth Community College,Iowa Falls,IA,Hardin ,42.527524,-93.265853
Emmaus Bible College,Dubuque,IA,Dubuque ,42.508307,-90.706011
Eastern Iowa Community College District,Davenport,IA,Scott ,41.522179,-90.574459
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,Polk ,41.737082,-93.624422
Faust Institute of Cosmetology-Storm Lake,Storm Lake,IA,Buena Vista ,42.654449,-95.201412
Graceland University-Lamoni,Lamoni,IA,Decatur ,40.615966,-93.924893
Graceland University - Independence,Independence,MO,Jackson ,39.094017,-94.433651
Grand View University,Des Moines,IA,Polk ,41.620813,-93.604352
Grinnell College,Grinnell,IA,Poweshiek ,41.747952,-92.722094
Purdue University Global-Mason City,Mason City,IA,Cerro Gordo ,43.149615,-93.238946
Purdue University Global-Cedar Rapids,Cedar Rapids,IA,Linn ,41.949597,-91.713507
Hamilton Technical College,Davenport,IA,Scott ,41.573888,-90.560088
Hawkeye Community College,Waterloo,IA,Black Hawk ,42.430003,-92.330633
American Hair Academy,Mt. Pleasant,IA,Henry ,40.962643,-91.524949
Indian Hills Community College,Ottumwa,IA,Wapello ,41.045105,-92.394736
Iowa Central Community College,Fort Dodge,IA,Webster ,42.490067,-94.20299
Iowa Lakes Community College,Estherville,IA,Emmet ,43.401376,-94.835661
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,Polk ,41.590094,-93.635129
American College of Hairstyling-Des Moines,Des Moines,IA,Polk ,41.592324,-93.610159
Iowa School of Beauty-Des Moines,Des Moines,IA,Polk ,41.624684,-93.711628
Iowa State University,Ames,IA,Story ,42.026212,-93.648504
Iowa Wesleyan University,Mount Pleasant,IA,Henry ,40.973791,-91.552459
Iowa Western Community College,Council Bluffs,IA,Pottawattamie ,41.272168,-95.797975
University of Iowa,Iowa City,IA,Johnson ,41.661935,-91.536425
Kirkwood Community College,Cedar Rapids,IA,Linn ,41.911268,-91.651172
La James International College-Cedar Falls,Cedar Falls,IA,Black Hawk ,42.515026,-92.434496
La James International College-Johnston,Johnston,IA,Polk ,41.661015,-93.738577
La James College of Hairstyling and Cosmetology,Mason City,IA,Cerro Gordo ,43.153786,-93.199881
La James International College-Ft Dodge,Fort Dodge,IA,Webster ,42.5005,-94.163856
Loras College,Dubuque,IA,Dubuque ,42.503908,-90.679023
Luther College,Decorah,IA,Winneshiek ,43.312304,-91.802809
Maharishi University of Management,Fairfield,IA,Jefferson ,41.017781,-91.967306
Marshalltown Community College,Marshalltown,IA,Marshall ,42.00065,-92.909411
Mercy College of Health Sciences,Des Moines,IA,Polk ,41.594559,-93.626238
Morningside College,Sioux City,IA,Woodbury ,42.473891,-96.359464
Mount Mercy University,Cedar Rapids,IA,Linn ,42.001931,-91.650991
Ashford University,San Diego,CA,San Diego ,32.8273,-117.141961
North Iowa Area Community College,Mason City,IA,Cerro Gordo ,43.157169,-93.13126
University of Northern Iowa,Cedar Falls,IA,Black Hawk ,42.514923,-92.459703
Northwestern College,Orange City,IA,Sioux ,42.999007,-96.058772
Northeast Iowa Community College,Calmar,IA,Winneshiek ,43.17523,-91.867105
Northwest Iowa Community College,Sheldon,IA,Sioux ,43.184701,-95.880639
Des Moines University-Osteopathic Medical Center,Des Moines,IA,Polk ,41.583325,-93.661686
Iowa School of Beauty-Ottumwa,Ottumwa,IA,Wapello ,41.02334,-92.417948
Palmer College of Chiropractic,Davenport,IA,Scott ,41.529021,-90.574607
PCI Academy-Ames,Ames,IA,Story ,41.99767,-93.613611
Saint Ambrose University,Davenport,IA,Scott ,41.54065,-90.579854
St Luke's College,Sioux City,IA,Woodbury ,42.520081,-96.404724
La James International College-Davenport,Davenport,IA,Scott ,41.572861,-90.5682
La James International College-Iowa City,Iowa City,IA,Johnson ,41.663433,-91.532038
Simpson College,Indianola,IA,Warren ,41.365503,-93.563471
Southeastern Community College,West Burlington,IA,Des Moines ,40.814496,-91.171881
Southwestern Community College,Creston,IA,Union ,41.073437,-94.380906
Capri College-Davenport,Davenport,IA,Scott ,41.575211,-90.538828
Iowa School of Beauty-Sioux City,Sioux City,IA,Woodbury ,42.441812,-96.365842
E Q School of Hair Design,Council Bluffs,IA,Pottawattamie ,41.235617,-95.858073
Upper Iowa University,Fayette,IA,Fayette ,42.838283,-91.799543
Waldorf University,Forest City,IA,Winnebago ,43.262923,-93.641714
Wartburg College,Waverly,IA,Bremer ,42.7277,-92.483387
Wartburg Theological Seminary,Dubuque,IA,Dubuque ,42.485761,-90.691225
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,Black Hawk ,42.511022,-92.433262
Western Iowa Tech Community College,Sioux City,IA,Woodbury ,42.482953,-96.348874
William Penn University,Oskaloosa,IA,Mahaska ,41.310111,-92.647095
Allen County Community College,Iola,KS,Allen ,37.938038,-95.396377
Baker University,Baldwin City,KS,Douglas ,38.777278,-95.188231
Baker University School of Nursing,Topeka,KS,Shawnee ,39.05363,-95.695465
Baker University School of Professional and Graduate Studies and Graduate School of Education,Overland Park,KS,Johnson ,38.927055,-94.671936
Barton County Community College,Great Bend,KS,Barton ,38.403529,-98.731648
Benedictine College,Atchison,KS,Atchison ,39.572646,-95.111473
